LoanID	BorrowerID	LoanPurpose	LoanStatus	RepaymentStatus	default_reason	StartDate	Amount	grossrate	PrincipalOutstanding	term	MaturityDate	DaysEarly
22956	905921	Personal Loan	Defaulted	Defaulted	DMP	2018-11-13	10855.99	6.50632	6225.38	60	2021-11-22	721.0
23148	919899	Personal Loan	Defaulted	Defaulted	DMP	2018-11-20	3547.2	6.50632	2587.28	60	2021-01-12	1042.0
23162	917434	Personal Loan	Defaulted	Defaulted	DMP	2018-11-20	13690.8	6.50632	10544.49	60	2020-10-22	1124.0
23234	925807	Personal Loan	Defaulted	Defaulted	DMP	2018-11-22	8343.0	6.50632	6533.25	60	2020-06-15	1255.0
23273	917008	Personal Loan	Defaulted	Defaulted	DMP	2018-11-26	27272.5	6.50632	17759.14	60	2021-08-02	846.0
23377	931807	Personal Loan	Defaulted	Defaulted	DMP	2018-11-29	13750.8	6.50632	10590.62	60	2020-12-18	1076.0
23416	78878	Personal Loan	Defaulted	Defaulted	DMP	2018-12-03	5454.5	6.50632	5377.77	60	2019-05-24	1654.0
23624	564614	Personal Loan	Defaulted	Defaulted	DMP	2018-12-11	4314.8	6.50632	3541.97	60	2020-12-18	1088.0
23636	941565	Personal Loan	Defaulted	Defaulted	DMP	2018-12-11	10646.0	6.50632	2460.66	60	2021-01-12	1063.0
23731	937244	Personal Loan	Defaulted	Defaulted	DMP	2018-12-14	8919.2	6.50632	8546.22	60	2019-07-05	1623.0
23964	955339	Personal Loan	Defaulted	Defaulted	DMP	2018-12-28	7274.4	6.50632	4154.94	60	2021-09-07	842.0
23947	681930	Personal Loan	Defaulted	Defaulted	DMP	2018-12-28	11877.0	6.50632	11716.95	60	2019-08-13	1598.0
23992	957137	Personal Loan	Defaulted	Defaulted	DMP	2018-12-31	17173.5	6.50632	10213.92	60	2021-08-02	881.0
24051	958351	Personal Loan	Defaulted	Defaulted	DMP	2019-01-03	20872.3	6.50632	15440.39	60	2020-10-22	1168.0
24343	971586	Personal Loan	Defaulted	Defaulted	DMP	2019-01-14	2328.2	6.50632	2203.0	60	2019-09-06	1591.0
24408	837311	Personal Loan	Defaulted	Defaulted	DMP	2019-01-15	17033.6	6.50632	13525.24	60	2020-11-30	1141.0
24409	570571	Personal Loan	Defaulted	Defaulted	DMP	2019-01-15	18701.7	6.50632	12953.69	60	2021-09-07	860.0
24480	713312	Personal Loan	Defaulted	Defaulted	DMP	2019-01-16	11877.0	6.50632	9352.44	60	2020-09-18	1215.0
24531	977005	Personal Loan	Defaulted	Defaulted	DMP	2019-01-18	16168.1	6.50632	12597.3	60	2021-02-18	1064.0
24791	989316	Personal Loan	Defaulted	Defaulted	DMP	2019-01-28	11577.0	6.50632	7512.35	60	2021-07-08	934.0
25072	998259	Personal Loan	Defaulted	Defaulted	DMP	2019-02-05	6810.6	6.50632	4845.96	60	2021-01-12	1119.0
25120	1001786	Personal Loan	Defaulted	Defaulted	DMP	2019-02-05	9102.75	6.50632	7092.41	60	2020-10-30	1193.0
25290	1005625	Personal Loan	Defaulted	Defaulted	DMP	2019-02-08	2330.2	6.50632	1938.28	60	2020-10-22	1204.0
25299	1003745	Personal Loan	Defaulted	Defaulted	DMP	2019-02-08	3585.96	6.50632	2423.61	60	2021-03-19	1056.0
25292	981275	Personal Loan	Defaulted	Defaulted	DMP	2019-02-08	8513.25	6.50632	5114.32	60	2021-07-08	945.0
25376	1008021	Personal Loan	Defaulted	Defaulted	DMP	2019-02-12	2444.8	6.50632	2346.55	60	2019-07-29	1659.0
25434	988725	Personal Loan	Defaulted	Defaulted	DMP	2019-02-13	17736.0	6.50632	14265.44	60	2020-12-15	1155.0
25609	1011804	Personal Loan	Defaulted	Defaulted	DMP	2019-02-18	8148.0	6.50632	5085.79	60	2021-08-25	907.0
25625	1018103	Personal Loan	Defaulted	Defaulted	DMP	2019-02-18	3272.7	6.50632	1936.71	60	2021-08-25	907.0
25708	44591	Personal Loan	Defaulted	Defaulted	DMP	2019-02-20	3972.85	6.50632	3589.35	60	2021-01-12	1134.0
25744	1008970	Personal Loan	Defaulted	Defaulted	DMP	2019-02-21	6946.2	6.50632	4834.78	60	2021-01-12	1135.0
25920	93033	Personal Loan	Defaulted	Defaulted	DMP	2019-02-26	5912.0	6.50632	4927.9	60	2021-01-13	1139.0
26005	1031192	Personal Loan	Defaulted	Defaulted	DMP	2019-02-27	2270.2	6.50632	2177.68	60	2019-08-05	1667.0
26025	907277	Personal Loan	Defaulted	Defaulted	DMP	2019-02-28	1151.6	6.50632	768.55	60	2021-07-08	965.0
26069	1034981	Personal Loan	Defaulted	Defaulted	DMP	2019-02-28	11759.0	6.50632	9708.69	60	2020-10-30	1216.0
26241	1047690	Personal Loan	Defaulted	Defaulted	DMP	2019-03-04	17188.5	6.50632	14264.71	60	2020-06-15	1358.0
26334	370943	Personal Loan	Defaulted	Defaulted	DMP	2019-03-06	8705.9	6.50632	7410.98	60	2020-10-30	1223.0
26408	439321	Personal Loan	Defaulted	Defaulted	DMP	2019-03-07	6238.2	6.50632	5236.57	60	2021-01-07	1155.0
26554	1068197	Personal Loan	Defaulted	Defaulted	DMP	2019-03-11	9327.75	6.50632	5231.15	60	2021-11-29	833.0
26563	1066119	Personal Loan	Defaulted	Defaulted	DMP	2019-03-11	13177.2	6.50632	9747.83	60	2021-01-12	1154.0
26632	1070013	Personal Loan	Defaulted	Defaulted	DMP	2019-03-12	5552.99	6.50632	3319.47	60	2021-11-29	834.0
26863	1094167	Personal Loan	Defaulted	Defaulted	DMP	2019-03-15	11824.0	6.50632	10531.3	60	2020-06-15	1369.0
26998	1060572	Personal Loan	Defaulted	Defaulted	DMP	2019-03-19	10339.8	6.50632	8229.57	60	2021-01-12	1162.0
27102	1119780	Personal Loan	Defaulted	Defaulted	DMP	2019-03-21	4115.65	6.50632	3830.76	60	2020-06-24	1366.0
27501	1153824	Personal Loan	Defaulted	Defaulted	DMP	2019-04-01	7274.4	6.50632	5947.77	60	2021-05-07	1060.0
27693	1172218	Personal Loan	Defaulted	Defaulted	DMP	2019-04-03	12124.0	6.50632	9705.97	60	2021-01-12	1177.0
27729	1171337	Personal Loan	Defaulted	Defaulted	DMP	2019-04-04	8907.75	6.50632	6980.93	60	2021-05-10	1060.0
27725	1169355	Personal Loan	Defaulted	Defaulted	DMP	2019-04-04	17638.5	6.50632	14897.45	60	2020-10-22	1260.0
27793	1175753	Personal Loan	Defaulted	Defaulted	DMP	2019-04-05	11627.0	6.50632	9323.59	60	2021-02-18	1142.0
27764	1172097	Personal Loan	Defaulted	Defaulted	DMP	2019-04-05	2487.4	6.50632	2323.36	60	2019-10-16	1633.0
27942	1188301	Personal Loan	Defaulted	Defaulted	DMP	2019-04-08	5879.5	6.50632	4965.82	60	2020-10-30	1256.0
27846	1182432	Personal Loan	Defaulted	Defaulted	DMP	2019-04-08	12137.0	6.50632	10159.71	60	2020-10-30	1256.0
28756	357144	Personal Loan	Defaulted	Defaulted	DMP	2019-04-23	2089.67	6.50632	2062.09	60	2019-10-01	1666.0
28772	967305	Personal Loan	Defaulted	Defaulted	DMP	2019-04-24	11160.99	6.50632	10387.69	60	2020-02-25	1520.0
28990	1253899	Personal Loan	Defaulted	Defaulted	DMP	2019-04-26	17389.5	6.50632	13549.22	60	2021-02-18	1163.0
29227	873846	Personal Loan	Defaulted	Defaulted	DMP	2019-05-02	12124.0	6.50632	9611.72	60	2020-12-18	1231.0
29380	1287388	Personal Loan	Defaulted	Defaulted	DMP	2019-05-07	6341.49	6.50632	4673.26	60	2021-02-18	1174.0
29377	878396	Personal Loan	Defaulted	Defaulted	DMP	2019-05-07	8276.8	6.50632	5130.57	60	2021-09-07	973.0
29839	1343070	Personal Loan	Defaulted	Defaulted	DMP	2019-05-15	17815.5	6.50632	14817.57	60	2020-10-22	1301.0
29905	1345046	Personal Loan	Defaulted	Defaulted	DMP	2019-05-16	16614.0	6.50632	14538.95	60	2020-06-15	1431.0
30603	1400595	Personal Loan	Defaulted	Defaulted	DMP	2019-05-30	13989.6	6.50632	8989.6	60	2019-07-24	1772.0
30668	1392328	Personal Loan	Defaulted	Defaulted	DMP	2019-05-31	17961.0	6.50632	15230.08	60	2020-12-18	1260.0
30633	1403280	Personal Loan	Defaulted	Defaulted	DMP	2019-05-31	11009.0	6.50632	9260.59	60	2020-10-22	1317.0
30955	275282	Personal Loan	Defaulted	Defaulted	DMP	2019-06-06	2993.5	6.50632	2495.21	60	2020-10-30	1315.0
31339	1457184	Personal Loan	Defaulted	Defaulted	DMP	2019-06-14	11449.0	6.50632	9407.87	60	2021-04-27	1144.0
31495	1465681	Personal Loan	Defaulted	Defaulted	DMP	2019-06-18	8878.09	6.50632	7447.3	60	2020-12-18	1278.0
31599	1465852	Personal Loan	Defaulted	Defaulted	DMP	2019-06-20	14895.4	6.50632	13509.08	60	2020-06-15	1466.0
31665	1482159	Personal Loan	Defaulted	Defaulted	DMP	2019-06-21	2230.2	6.50632	1854.79	60	2021-01-12	1256.0
31685	1490172	Personal Loan	Defaulted	Defaulted	DMP	2019-06-21	9093.0	6.50632	6353.23	60	2021-09-07	1018.0
31681	1418497	Personal Loan	Defaulted	Defaulted	DMP	2019-06-21	10716.95	6.50632	8756.02	60	2021-01-18	1250.0
31727	1456727	Personal Loan	Defaulted	Defaulted	DMP	2019-06-25	5912.0	6.50632	4841.92	60	2020-12-18	1285.0
32048	679149	Personal Loan	Defaulted	Defaulted	DMP	2019-07-03	26012.8	6.50632	21845.25	60	2021-06-15	1114.0
32602	1583272	Personal Loan	Defaulted	Defaulted	DMP	2019-07-17	6424.49	6.50632	4904.05	60	2021-01-12	1282.0
32908	1609628	Personal Loan	Defaulted	Defaulted	DMP	2019-07-24	1127.27	6.50632	999.52	60	2020-10-30	1363.0
33000	1615428	Personal Loan	Defaulted	Defaulted	DMP	2019-07-25	9057.58	6.50632	7796.51	60	2020-11-30	1333.0
33141	1631764	Personal Loan	Defaulted	Defaulted	DMP	2019-07-31	5380.62	6.50632	4836.43	60	2020-12-18	1321.0
33292	1459394	Personal Loan	Defaulted	Defaulted	DMP	2019-08-05	2277.91	6.50632	2277.91	60	2019-10-28	1743.0
33298	1466366	Personal Loan	Defaulted	Defaulted	DMP	2019-08-05	17627.66	6.50632	16175.14	60	2020-10-30	1375.0
33843	1691347	Personal Loan	Defaulted	Defaulted	DMP	2019-08-16	12230.66	6.50632	10685.57	60	2021-01-11	1313.0
34205	1722493	Personal Loan	Defaulted	Defaulted	DMP	2019-08-27	10567.59	6.50632	9216.51	60	2021-01-12	1323.0
35267	1851556	Personal Loan	Defaulted	Defaulted	DMP	2019-09-27	1800.85	6.50632	1650.67	60	2020-06-15	1565.0
35980	1407248	Personal Loan	Defaulted	Defaulted	DMP	2019-10-22	11749.31	6.50632	10891.68	60	2021-01-18	1373.0
36266	1975292	Personal Loan	Defaulted	Defaulted	DMP	2019-11-01	10699.19	6.50632	7963.44	60	2021-08-02	1187.0
36415	1501046	Personal Loan	Defaulted	Defaulted	DMP	2019-11-06	8240.93	6.50632	7089.05	60	2021-02-11	1364.0
22593	562099	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2018-10-30	2080.6	4.50024	475.36	18	2020-12-29	-243.0
38257	104236	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2020-02-11	695.12	4.00157	202.72	24	2021-10-11	123.0
20146	776716	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2018-07-27	1106.7	4.50024	933.5	24	2019-03-14	501.0
6870	209484	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2016-11-25	5069.5	3.4019199999999996	1170.94	36	2019-09-04	82.0
9161	317360	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2017-05-12	2854.75	3.5050800000000004	2042.17	36	2018-11-01	558.0
23916	949621	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2018-12-24	1320.6	5.0011	404.21	36	2021-07-08	169.0
36210	1963921	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2019-10-31	3356.04	5.0011	3272.53	36	2020-12-08	692.0
4478	127875	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2016-04-01	5650.0	4.406569999999999	1792.96	48	2019-05-24	313.0
6413	189546	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2016-10-12	7315.0	5.0011	5847.18	48	2018-09-14	759.0
11366	408332	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2017-08-22	9041.45	5.0011	3432.13	48	2020-12-18	247.0
17302	626304	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2018-04-19	4217.2	6.00943	3710.35	48	2019-03-22	1124.0
36229	1969408	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2019-10-31	5117.11	6.50632	4663.95	48	2020-12-29	1036.0
9223	322006	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2017-05-17	9488.8	4.406569999999999	7231.61	60	2019-04-23	1120.0
9534	328663	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2017-06-07	2339.6	4.406569999999999	1971.08	60	2018-11-02	1313.0
6822	205304	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2016-11-23	8054.25	4.6044	5438.86	60	2019-04-15	953.0
9791	352962	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2017-06-21	1202.1	4.80258	897.65	60	2019-04-04	1174.0
10497	379251	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2017-07-19	4193.6	5.0011	3403.54	60	2019-03-28	1209.0
11876	426809	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2017-09-11	11055.0	5.0011	9193.12	60	2018-11-22	1389.0
13476	480362	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2017-11-20	7048.2	5.3047699999999995	5318.61	60	2019-08-16	1192.0
37780	2273787	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2020-01-22	8881.47	5.39917	8505.42	60	2020-12-18	1496.0
15088	470596	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2018-01-31	11546.7	6.00943	5614.36	60	2021-02-03	727.0
15351	552352	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2018-02-08	11401.0	6.00943	11243.49	60	2019-04-23	1387.0
17955	649380	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2018-05-10	8329.5	6.00943	5329.47	60	2020-12-29	862.0
19008	697271	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2018-06-18	11608.0	6.00943	9820.91	60	2019-08-13	1405.0
2358	68177	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2015-07-15	9459.35	6.4	7650.47	60	2017-06-09	1132.0
23294	927685	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2018-11-27	6473.4	6.50632	4955.08	60	2020-12-18	1074.0
24646	968032	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2019-01-22	8406.75	6.50632	6564.95	60	2020-12-29	1119.0
25675	607167	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2019-02-19	6689.6	6.50632	5540.43	60	2020-12-29	1147.0
27247	1135377	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2019-03-26	6341.49	6.50632	6178.47	60	2019-10-23	1616.0
32979	1614427	Personal Loan	Defaulted	Defaulted	Debt Relief Order (DRO)	2019-07-25	11795.44	6.50632	9788.88	60	2020-12-29	1304.0
33694	1648530	Personal Loan	Defaulted	Defaulted	Fraud	2019-08-14	1138.18	6.50632	1138.18	24	2020-04-29	472.0
23823	951070	Personal Loan	Defaulted	Defaulted	Fraud	2018-12-19	9272.7	5.0011	9272.7	36	2020-02-26	662.0
19105	693317	Personal Loan	Defaulted	Defaulted	Fraud	2018-06-21	15785.06	6.00943	15494.49	48	2020-03-10	833.0
32558	1566406	Personal Loan	Defaulted	Defaulted	Fraud	2019-07-15	8745.61	6.50632	8588.47	48	2020-04-29	1172.0
34859	1265912	Personal Loan	Defaulted	Defaulted	Fraud	2019-09-12	8549.08	6.50632	8549.08	48	2020-04-16	1244.0
18331	657899	Personal Loan	Defaulted	Defaulted	Fraud	2018-05-23	18465.15	6.00943	18465.15	60	2018-07-19	1769.0
28909	1244728	Personal Loan	Defaulted	Defaulted	Fraud	2019-04-25	8637.0	6.50632	8637.0	60	2020-04-30	1456.0
29865	1339941	Personal Loan	Defaulted	Defaulted	Fraud	2019-05-15	3907.4	6.50632	3907.4	60	2020-04-29	1477.0
35545	1888972	Personal Loan	Defaulted	Defaulted	Fraud	2019-10-08	11109.31	6.50632	11109.31	60	2020-09-18	1481.0
13950	501288	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-12-11	1041.9	4.00157	613.0	12	2018-10-18	54.0
22221	492031	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2018-10-12	2152.2	4.50024	1266.92	12	2019-06-04	130.0
30656	1335762	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-05-31	2143.8	5.0011	1617.65	12	2019-11-19	194.0
34540	1154349	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-09-04	1099.49	5.0011	283.49	12	2020-12-18	-105.0
33375	641772	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-08-06	1139.59	6.50632	485.05	12	2020-12-09	-125.0
37965	743635	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2020-01-29	3389.07	4.00157	3211.38	18	2020-12-09	232.0
20791	823352	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2018-08-20	3609.78	4.50024	2642.85	18	2019-03-05	352.0
9349	327983	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-05-26	10060.0	3.29885	8838.27	24	2018-07-24	306.0
9355	332529	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-05-30	21100.0	3.29885	9054.94	24	2019-01-10	140.0
9466	335815	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-06-02	1607.7	3.29885	1418.87	24	2018-05-01	397.0
8936	306840	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-04-28	2847.5	3.5050800000000004	831.15	24	2019-03-26	33.0
4787	105198	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2016-05-03	2280.0	3.6083300000000005	535.23	24	2018-02-05	87.0
8628	285792	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-04-04	1095.0	3.6083300000000005	1006.85	24	2018-07-24	254.0
653	30021	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2014-10-17	3142.84	3.78	2762.6	24	2015-06-18	487.0
7699	237338	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-02-09	1095.0	4.00157	876.19	24	2018-05-01	284.0
10523	270241	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-07-20	1153.68	4.00157	503.13	24	2019-03-26	116.0
11525	413325	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-08-30	1111.7	4.00157	534.72	24	2019-03-26	157.0
13653	471462	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-11-27	1078.6	4.00157	506.29	24	2018-12-10	352.0
14324	517225	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2018-01-02	1087.1	4.00157	472.96	24	2019-06-14	202.0
14514	523939	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2018-01-09	2107.2	4.00157	898.14	24	2019-05-10	244.0
6429	190047	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2016-10-13	8158.5	4.1987	3386.13	24	2019-09-03	-325.0
14904	540093	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2018-01-24	2646.5	4.50024	115.41	24	2020-03-03	-39.0
16103	581908	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2018-03-08	1646.7	4.50024	1252.06	24	2019-02-22	380.0
17044	614744	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2018-04-11	2341.6	4.50024	2249.99	24	2018-10-18	541.0
17514	632055	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2018-04-26	2163.4	4.50024	666.9	24	2019-10-31	178.0
19330	681715	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2018-07-02	3099.3	4.50024	1457.37	24	2019-09-13	293.0
19787	730359	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2018-07-19	1086.6	4.50024	1042.85	24	2019-03-04	503.0
21339	843397	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2018-09-10	1090.9	4.50024	420.37	24	2020-05-29	104.0
21300	623254	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2018-09-10	3215.1	4.50024	2458.44	24	2019-10-07	339.0
22159	869476	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2018-10-10	1698.9	4.50024	1229.03	24	2019-07-25	443.0
22684	458020	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2018-11-02	2117.2	4.50024	1258.06	24	2020-02-25	251.0
4098	117300	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2016-03-01	3087.9	4.66695	131.34	24	2019-11-05	-614.0
5678	163802	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2016-08-01	3142.5	4.66695	2383.03	24	2018-07-24	8.0
25897	878048	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-02-25	2226.8	5.0011	1143.3	24	2020-12-09	78.0
30773	1365718	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-06-03	1729.65	5.0011	1254.76	24	2020-05-18	381.0
30723	1404819	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-06-03	1075.4	5.0011	728.59	24	2020-12-09	176.0
31119	1330083	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-06-10	3190.8	5.0011	2161.64	24	2020-05-29	377.0
31486	1395590	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-06-18	2200.6	5.0011	1322.94	24	2021-03-18	92.0
31549	1331742	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-06-19	3354.3	5.0011	1590.47	24	2020-12-29	172.0
32130	508774	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-07-04	1063.6	5.0011	766.24	24	2020-05-29	401.0
33056	818820	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-07-29	1173.23	5.0011	709.5	24	2020-12-09	232.0
34500	1734023	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-09-03	3366.14	5.0011	2849.78	24	2020-12-09	268.0
34958	1620713	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-09-17	1122.57	5.0011	902.94	24	2020-05-29	476.0
34254	1736373	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-08-28	5407.13	6.50632	3064.73	24	2021-06-01	88.0
35099	1475796	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-09-23	1155.91	6.50632	1111.65	24	2019-12-02	661.0
35709	918896	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-10-14	1107.1	6.50632	758.2	24	2020-12-09	309.0
36936	2085316	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-12-02	3435.33	6.50632	2494.97	24	2020-12-18	349.0
38495	1230031	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2020-03-04	5564.54	4.00157	3099.46	30	2021-07-08	423.0
35405	1863917	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2019-10-02	5564.54	5.0011	5228.29	30	2020-05-14	688.0
9431	330359	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-06-01	11077.0	3.29885	9290.93	36	2018-05-31	732.0
9671	343024	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-06-16	2655.75	3.29885	1954.01	36	2018-10-18	607.0
10058	361063	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-06-29	2189.6	3.29885	1866.3	36	2018-08-29	670.0
10223	367305	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-07-06	3164.4	3.29885	2697.25	36	2018-05-31	767.0
6853	208011	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2016-11-24	4112.4	3.4019199999999996	239.46	36	2019-11-20	4.0
9045	312127	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-05-05	6197.6	3.5050800000000004	1419.73	36	2019-12-02	155.0
9120	316272	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-05-10	3140.7	3.5050800000000004	2588.38	36	2018-11-01	556.0
10384	371821	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-07-14	4124.4	3.5050800000000004	3705.12	36	2018-04-11	825.0
8242	268127	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-03-15	5000.0	3.6083300000000005	3428.86	36	2018-09-13	549.0
8767	239101	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-04-13	2872.5	3.6083300000000005	1351.08	36	2019-04-17	362.0
8862	302237	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-04-21	5210.0	3.6083300000000005	4943.78	36	2018-04-11	741.0
7387	226800	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-01-13	6769.1	4.00157	4622.09	36	2018-08-29	502.0
7428	228461	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-01-17	10510.0	4.00157	5991.23	36	2018-10-18	456.0
7714	239297	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-02-10	7570.5	4.00157	4992.13	36	2018-09-13	515.0
10422	374423	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-07-17	2655.75	4.00157	1150.82	36	2019-06-20	393.0
10836	388509	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-08-01	12793.2	4.00157	8051.86	36	2019-03-07	513.0
11019	398655	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-08-09	7967.25	4.00157	6289.7	36	2018-11-12	636.0
11249	405430	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-08-17	3066.9	4.00157	731.3	36	2020-05-13	96.0
11472	412467	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-08-25	7786.8	4.00157	3220.54	36	2019-11-11	288.0
11520	415640	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-08-30	6884.8	4.00157	5622.52	36	2018-11-12	657.0
12083	434740	Personal Loan	Defaulted	Defaulted	Individual Voluntary Arrangement (IVA)	2017-09-18	3782.45	4.00157	3591.02	36	2018-03-07	926.0
